Hole_Id,Depth_From,Depth_To,Bond_Work,Abression,Rodmill_In,Drop_Weigh,RQD,AxB,X,Y,Z,Depth_max
KRED312A,64.80,72.20,7.00,0.00,12.00,0.02,36.33,29.10,530161.72,8714566.30,1330.02,126.00
KRED312A,72.20,94.50,14.30,0.78,18.90,11.30,70.00,41.10,530161.72,8714566.30,1330.02,126.00
KRED312A,94.50,117.00,14.30,0.78,18.90,11.30,70.00,41.10,530161.72,8714566.30,1330.02,126.00
KRED312A,117.00,120.80,0.00,0.00,0.00,0.00,0.00,0.00,530161.72,8714566.30,1330.02,126.00
KRED312A,120.80,126.00,14.30,0.78,18.90,11.30,70.00,41.10,530161.72,8714566.30,1330.02,126.00
KRED313,0.00,12.60,0.00,0.00,0.00,0.00,0.00,0.00,529969.69,8714184.41,1331.83,128.00
KRED313,12.60,14.50,14.30,0.78,18.90,11.30,70.00,41.10,529969.69,8714184.41,1331.83,128.00
KRED313,14.50,22.30,7.00,0.00,12.00,0.02,36.33,29.10,529969.69,8714184.41,1331.83,128.00
KRED313,22.30,36.50,14.30,0.78,18.90,11.30,70.00,41.10,529969.69,8714184.41,1331.83,128.00
KRED313,36.50,50.30,14.30,0.78,18.90,11.30,70.00,41.10,529969.69,8714184.41,1331.83,128.00
KRED313,50.30,66.60,14.30,0.78,18.90,11.30,70.00,41.10,529969.69,8714184.41,1331.83,128.00
KRED313,66.60,69.00,14.30,0.78,18.90,11.30,70.00,41.10,529969.69,8714184.41,1331.83,128.00
KRED313,69.00,72.00,14.30,0.78,18.90,11.30,70.00,41.10,529969.69,8714184.41,1331.83,128.00
KRED313,72.00,91.00,14.30,0.25,16.90,11.30,69.00,20.00,529969.69,8714184.41,1331.83,128.00
KRED313,91.00,97.20,14.30,0.25,16.90,11.30,69.00,20.00,529969.69,8714184.41,1331.83,128.00
KRED313,97.20,100.80,14.30,0.25,16.90,11.30,69.00,20.00,529969.69,8714184.41,1331.83,128.00
KRED313,100.80,107.20,14.30,0.78,18.90,11.30,70.00,41.10,529969.69,8714184.41,1331.83,128.00
KRED313,107.20,128.00,14.30,0.78,18.90,11.30,70.00,41.10,529969.69,8714184.41,1331.83,128.00
KRED314A,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,530221.11,8714569.48,1329.75,116.00
KRED314A,14.00,56.00,14.30,0.78,18.90,11.30,70.00,41.10,530221.11,8714569.48,1329.75,116.00
KRED314A,56.00,58.50,12.00,0.02,13.80,16.00,54.74,0.32,530221.11,8714569.48,1329.75,116.00
KRED314A,58.50,62.80,15.30,6.70,8.90,6.70,61.00,0.03,530221.11,8714569.48,1329.75,116.00
KRED314A,62.80,64.30,15.30,0.03,8.90,6.70,61.00,0.71,530221.11,8714569.48,1329.75,116.00
KRED314A,64.30,68.00,12.00,0.02,13.80,16.00,54.74,0.32,530221.11,8714569.48,1329.75,116.00
KRED314A,68.00,69.50,12.80,0.15,14.20,12.80,41.68,11.70,530221.11,8714569.48,1329.75,116.00
KRED314A,69.50,74.00,0.00,0.00,0.00,0.00,0.00,0.00,530221.11,8714569.48,1329.75,116.00
KRED314A,74.00,74.75,12.80,0.15,14.20,12.80,41.68,11.70,530221.11,8714569.48,1329.75,116.00
KRED314A,74.75,76.25,0.00,0.00,0.00,0.00,0.00,0.00,530221.11,8714569.48,1329.75,116.00
KRED314A,76.25,77.00,12.80,0.15,14.20,12.80,41.68,11.70,530221.11,8714569.48,1329.75,116.00
KRED314A,77.00,79.80,12.00,0.02,13.80,16.00,54.74,0.32,530221.11,8714569.48,1329.75,116.00
KRED314A,79.80,81.80,12.00,0.02,13.80,16.00,54.74,0.32,530221.11,8714569.48,1329.75,116.00
KRED314A,81.80,88.80,12.00,0.02,13.80,16.00,54.74,0.32,530221.11,8714569.48,1329.75,116.00
KRED314A,88.80,95.20,12.00,0.02,13.80,16.00,54.74,0.32,530221.11,8714569.48,1329.75,116.00
KRED314A,95.20,102.90,12.00,0.02,13.80,16.00,54.74,0.32,530221.11,8714569.48,1329.75,116.00
KRED314A,102.90,116.00,14.30,0.78,18.90,11.30,70.00,41.10,530221.11,8714569.48,1329.75,116.00
KRED315,0.00,13.80,0.00,0.00,0.00,0.00,0.00,0.00,529921.17,8714221.05,1332.65,145.00
KRED315,13.80,24.90,7.00,0.00,12.00,0.02,36.33,29.10,529921.17,8714221.05,1332.65,145.00
KRED315,24.90,29.00,7.00,0.00,12.00,0.02,36.33,29.10,529921.17,8714221.05,1332.65,145.00
KRED315,29.00,32.60,7.00,0.00,12.00,0.02,36.33,29.10,529921.17,8714221.05,1332.65,145.00
KRED315,32.60,83.50,7.00,0.00,12.00,0.02,36.33,29.10,529921.17,8714221.05,1332.65,145.00
KRED315,83.50,116.80,14.30,0.78,18.90,11.30,70.00,41.10,529921.17,8714221.05,1332.65,145.00
KRED315,116.80,134.00,14.30,0.25,16.90,11.30,69.00,20.00,529921.17,8714221.05,1332.65,145.00
KRED315,134.00,137.50,7.00,0.00,12.00,0.02,36.33,29.10,529921.17,8714221.05,1332.65,145.00
KRED315,137.50,139.00,0.00,0.00,0.00,0.00,0.00,0.00,529921.17,8714221.05,1332.65,145.00
KRED315,139.00,145.00,14.30,0.78,18.90,11.30,70.00,41.10,529921.17,8714221.05,1332.65,145.00
KRED316,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,530278.02,8714571.80,1329.52,142.00
KRED316,14.00,18.50,12.00,0.02,13.80,16.00,54.74,0.32,530278.02,8714571.80,1329.52,142.00
KRED316,18.50,20.50,15.30,0.03,8.90,6.70,61.00,0.71,530278.02,8714571.80,1329.52,142.00
KRED316,20.50,23.30,15.30,0.03,8.90,6.70,61.00,0.71,530278.02,8714571.80,1329.52,142.00
KRED316,23.30,25.20,12.00,0.02,13.80,16.00,54.74,0.32,530278.02,8714571.80,1329.52,142.00
KRED316,25.20,30.00,12.80,0.15,14.20,12.80,41.68,11.70,530278.02,8714571.80,1329.52,142.00
KRED316,30.00,33.00,12.00,0.02,13.80,16.00,54.74,0.32,530278.02,8714571.80,1329.52,142.00
KRED316,33.00,48.60,12.00,0.02,13.80,16.00,54.74,0.32,530278.02,8714571.80,1329.52,142.00
KRED316,48.60,53.20,12.00,0.02,13.80,16.00,54.74,0.32,530278.02,8714571.80,1329.52,142.00
KRED316,53.20,65.50,12.00,0.02,13.80,16.00,54.74,0.32,530278.02,8714571.80,1329.52,142.00
KRED316,65.50,70.50,12.00,0.02,13.80,16.00,54.74,0.32,530278.02,8714571.80,1329.52,142.00
KRED316,70.50,74.10,10.30,0.32,13.70,21.00,45.00,0.67,530278.02,8714571.80,1329.52,142.00
KRED316,74.10,76.50,14.30,0.78,18.90,11.30,70.00,41.10,530278.02,8714571.80,1329.52,142.00
KRED316,76.50,99.00,7.00,0.00,12.00,0.02,36.33,29.10,530278.02,8714571.80,1329.52,142.00
KRED316,99.00,107.60,14.30,0.78,18.90,11.30,70.00,41.10,530278.02,8714571.80,1329.52,142.00
KRED316,107.60,114.10,7.00,0.00,12.00,0.02,36.33,29.10,530278.02,8714571.80,1329.52,142.00
KRED316,114.10,126.50,10.30,0.32,13.70,21.00,45.00,0.67,530278.02,8714571.80,1329.52,142.00
KRED316,126.50,131.50,14.30,0.78,18.90,11.30,70.00,41.10,530278.02,8714571.80,1329.52,142.00
KRED316,131.50,136.20,7.00,0.00,12.00,0.02,36.33,29.10,530278.02,8714571.80,1329.52,142.00
KRED316,136.20,137.00,14.30,0.78,18.90,11.30,70.00,41.10,530278.02,8714571.80,1329.52,142.00
KRED316,137.00,137.50,14.30,0.78,18.90,11.30,70.00,41.10,530278.02,8714571.80,1329.52,142.00
KRED316,137.50,138.30,14.30,0.78,18.90,11.30,70.00,41.10,530278.02,8714571.80,1329.52,142.00
KRED316,138.30,142.00,7.00,0.00,12.00,0.02,36.33,29.10,530278.02,8714571.80,1329.52,142.00
KRED317,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,530159.80,8714664.87,1329.71,171.50
KRED317,20.00,33.70,14.30,0.78,18.90,11.30,70.00,41.10,530159.80,8714664.87,1329.71,171.50
KRED317,33.70,38.00,14.30,0.78,18.90,11.30,70.00,41.10,530159.80,8714664.87,1329.71,171.50
KRED317,38.00,65.00,14.30,0.78,18.90,11.30,70.00,41.10,530159.80,8714664.87,1329.71,171.50
KRED317,65.00,114.30,14.30,0.78,18.90,11.30,70.00,41.10,530159.80,8714664.87,1329.71,171.50
KRED317,114.30,139.80,14.30,0.78,18.90,11.30,70.00,41.10,530159.80,8714664.87,1329.71,171.50
KRED317,139.80,149.80,14.30,0.78,18.90,11.30,70.00,41.10,530159.80,8714664.87,1329.71,171.50
KRED317,149.80,156.20,7.00,0.00,12.00,0.02,36.33,29.10,530159.80,8714664.87,1329.71,171.50
KRED317,156.20,158.80,7.00,0.00,12.00,0.02,36.33,29.10,530159.80,8714664.87,1329.71,171.50
KRED317,158.80,161.20,7.00,0.00,12.00,0.02,36.33,29.10,530159.80,8714664.87,1329.71,171.50
KRED317,161.20,167.00,7.00,0.00,12.00,0.02,36.33,29.10,530159.80,8714664.87,1329.71,171.50
KRED317,167.00,170.20,14.30,0.78,18.90,11.30,70.00,41.10,530159.80,8714664.87,1329.71,171.50
KRED317,170.20,170.50,7.00,0.00,12.00,0.02,36.33,29.10,530159.80,8714664.87,1329.71,171.50
KRED318,0.00,11.40,0.00,0.00,0.00,0.00,0.00,0.00,530218.73,8714666.19,1329.46,144.50
KRED318,11.40,25.00,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,25.00,32.30,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,32.30,50.00,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,50.00,54.80,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,54.80,74.00,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,74.00,79.20,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,79.20,87.70,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,87.70,91.20,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,91.20,111.00,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED318,111.00,144.50,7.00,0.00,12.00,0.02,36.33,29.10,530218.73,8714666.19,1329.46,144.50
KRED319,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00,530281.01,8714666.84,1328.93,170.00
KRED319,16.50,21.00,7.00,0.00,12.00,0.02,36.33,29.10,530281.01,8714666.84,1328.93,170.00
KRED319,21.00,25.30,7.00,0.00,12.00,0.02,36.33,29.10,530281.01,8714666.84,1328.93,170.00
KRED319,25.30,54.10,7.00,0.00,12.00,0.02,36.33,29.10,530281.01,8714666.84,1328.93,170.00
KRED319,54.10,60.00,7.00,0.00,12.00,0.02,36.33,29.10,530281.01,8714666.84,1328.93,170.00
KRED319,60.00,68.50,14.30,0.78,18.90,11.30,70.00,41.10,530281.01,8714666.84,1328.93,170.00
KRED319,68.50,70.50,7.00,0.00,12.00,0.02,36.33,29.10,530281.01,8714666.84,1328.93,170.00
KRED319,70.50,76.50,14.30,0.78,18.90,11.30,70.00,41.10,530281.01,8714666.84,1328.93,170.00
KRED319,76.50,93.00,7.00,0.00,12.00,0.02,36.33,29.10,530281.01,8714666.84,1328.93,170.00
KRED319,93.00,114.70,14.30,0.78,18.90,11.30,70.00,41.10,530281.01,8714666.84,1328.93,170.00
KRED319,114.70,170.00,14.30,0.78,18.90,11.30,70.00,41.10,530281.01,8714666.84,1328.93,170.00
KRED320,0.00,26.50,0.00,0.00,0.00,0.00,0.00,0.00,530094.67,8714563.46,1329.93,165.50
KRED320,26.50,32.90,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,32.90,38.50,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,38.50,42.20,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,42.20,45.50,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,45.50,48.80,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,48.80,51.00,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,51.00,64.00,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,64.00,72.50,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,72.50,91.80,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,91.80,96.40,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,96.40,100.30,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,100.30,109.50,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,109.50,111.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,111.00,129.80,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,129.80,130.70,7.00,0.00,12.00,0.02,36.33,29.10,530094.67,8714563.46,1329.93,165.50
KRED320,130.70,136.50,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,136.50,142.40,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,142.40,142.80,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,142.80,153.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,153.00,156.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,156.00,157.50,0.00,0.00,0.00,0.00,0.00,0.00,530094.67,8714563.46,1329.93,165.50
KRED320,157.50,162.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.67,8714563.46,1329.93,165.50
KRED320,162.00,165.50,0.00,0.00,0.00,0.00,0.00,0.00,530094.67,8714563.46,1329.93,165.50
KRED321,0.00,9.30,0.00,0.00,0.00,0.00,0.00,0.00,530073.55,8714486.38,1330.55,182.50
KRED321,9.30,43.50,7.00,0.00,12.00,0.02,36.33,29.10,530073.55,8714486.38,1330.55,182.50
KRED321,43.50,50.50,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,50.50,53.30,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,53.30,65.50,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,65.50,80.50,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,80.50,90.00,7.00,0.00,12.00,0.02,36.33,29.10,530073.55,8714486.38,1330.55,182.50
KRED321,90.00,104.50,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,104.50,118.20,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,118.20,125.00,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,125.00,133.50,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,133.50,137.90,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,137.90,154.75,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,154.75,161.00,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,161.00,164.70,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,164.70,171.00,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED321,171.00,182.50,14.30,0.78,18.90,11.30,70.00,41.10,530073.55,8714486.38,1330.55,182.50
KRED322,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,530232.81,8714352.13,1330.56,103.00
KRED322,9.00,21.00,12.00,0.02,13.80,16.00,54.74,0.32,530232.81,8714352.13,1330.56,103.00
KRED322,21.00,21.80,12.00,0.02,13.80,16.00,54.74,0.32,530232.81,8714352.13,1330.56,103.00
KRED322,21.80,27.30,12.80,0.15,14.20,12.80,41.68,11.70,530232.81,8714352.13,1330.56,103.00
KRED322,27.30,29.30,12.00,0.02,13.80,16.00,54.74,0.32,530232.81,8714352.13,1330.56,103.00
KRED322,29.30,33.90,15.30,0.03,8.90,6.70,61.00,0.71,530232.81,8714352.13,1330.56,103.00
KRED322,33.90,36.00,15.30,0.03,8.90,6.70,61.00,0.71,530232.81,8714352.13,1330.56,103.00
KRED322,36.00,40.50,12.00,0.02,13.80,16.00,54.74,0.32,530232.81,8714352.13,1330.56,103.00
KRED322,40.50,44.60,19.60,0.02,4.00,6.10,16.00,0.24,530232.81,8714352.13,1330.56,103.00
KRED322,44.60,54.20,14.30,0.78,18.90,11.30,70.00,41.10,530232.81,8714352.13,1330.56,103.00
KRED322,54.20,56.80,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,56.80,59.00,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,59.00,60.50,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,60.50,66.50,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,66.50,69.60,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,69.60,72.50,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,72.50,73.00,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,73.00,75.50,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,75.50,77.20,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,77.20,87.50,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,87.50,88.10,14.30,0.78,18.90,11.30,70.00,41.10,530232.81,8714352.13,1330.56,103.00
KRED322,88.10,101.20,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED322,101.20,103.00,7.00,0.00,12.00,0.02,36.33,29.10,530232.81,8714352.13,1330.56,103.00
KRED323,0.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00,530342.43,8714466.32,1329.62,154.50
KRED323,14.50,23.50,14.30,0.78,18.90,11.30,70.00,41.10,530342.43,8714466.32,1329.62,154.50
KRED323,23.50,37.00,13.30,0.75,17.90,10.30,72.00,40.00,530342.43,8714466.32,1329.62,154.50
KRED323,37.00,40.00,13.30,0.75,17.90,10.30,72.00,40.00,530342.43,8714466.32,1329.62,154.50
KRED323,40.00,49.50,19.60,0.02,4.00,6.10,16.00,0.24,530342.43,8714466.32,1329.62,154.50
KRED323,49.50,55.00,12.00,0.02,13.80,16.00,54.74,0.32,530342.43,8714466.32,1329.62,154.50
KRED323,55.00,57.60,15.30,0.03,8.90,6.70,61.00,0.71,530342.43,8714466.32,1329.62,154.50
KRED323,57.60,64.25,15.30,0.03,8.90,6.70,61.00,0.71,530342.43,8714466.32,1329.62,154.50
KRED323,64.25,65.60,12.00,0.02,13.80,16.00,54.74,0.32,530342.43,8714466.32,1329.62,154.50
KRED323,65.60,66.50,12.80,0.15,14.20,12.80,41.68,11.70,530342.43,8714466.32,1329.62,154.50
KRED323,66.50,68.75,12.00,0.02,13.80,16.00,54.74,0.32,530342.43,8714466.32,1329.62,154.50
KRED323,68.75,84.00,12.00,0.02,13.80,16.00,54.74,0.32,530342.43,8714466.32,1329.62,154.50
KRED323,84.00,89.00,12.00,0.02,13.80,16.00,54.74,0.32,530342.43,8714466.32,1329.62,154.50
KRED323,89.00,97.90,12.00,0.02,13.80,16.00,54.74,0.32,530342.43,8714466.32,1329.62,154.50
KRED323,97.90,100.60,12.00,0.02,13.80,16.00,54.74,0.32,530342.43,8714466.32,1329.62,154.50
KRED323,100.60,105.00,10.30,0.32,13.70,21.00,45.00,0.67,530342.43,8714466.32,1329.62,154.50
KRED323,105.00,106.50,0.00,0.00,0.00,0.00,0.00,0.00,530342.43,8714466.32,1329.62,154.50
KRED323,106.50,108.00,10.30,0.32,13.70,21.00,45.00,0.67,530342.43,8714466.32,1329.62,154.50
KRED323,108.00,109.30,0.00,0.00,0.00,0.00,0.00,0.00,530342.43,8714466.32,1329.62,154.50
KRED323,109.30,110.50,10.30,0.32,13.70,21.00,45.00,0.67,530342.43,8714466.32,1329.62,154.50
KRED323,110.50,149.25,10.30,0.32,13.70,21.00,45.00,0.67,530342.43,8714466.32,1329.62,154.50
KRED323,149.25,150.50,14.30,0.25,16.90,11.30,69.00,20.00,530342.43,8714466.32,1329.62,154.50
KRED323,150.50,154.50,14.30,0.78,18.90,11.30,70.00,41.10,530342.43,8714466.32,1329.62,154.50
KRED324,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,530094.02,8714469.23,1330.42,161.00
KRED324,10.50,35.00,7.00,0.00,12.00,0.02,36.33,29.10,530094.02,8714469.23,1330.42,161.00
KRED324,35.00,38.10,7.00,0.00,12.00,0.02,36.33,29.10,530094.02,8714469.23,1330.42,161.00
KRED324,38.10,51.50,7.00,0.00,12.00,0.02,36.33,29.10,530094.02,8714469.23,1330.42,161.00
KRED324,51.50,63.70,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,63.70,67.80,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,67.80,92.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,92.00,124.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,124.00,129.80,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,129.80,131.60,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,131.60,142.20,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,142.20,145.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,145.00,150.30,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,150.30,153.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,153.00,155.20,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,155.20,159.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED324,159.00,161.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.02,8714469.23,1330.42,161.00
KRED325,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,529969.86,8714442.80,1331.77,210.50
KRED325,13.00,80.20,19.60,0.02,4.00,6.10,16.00,0.24,529969.86,8714442.80,1331.77,210.50
KRED325,80.20,84.30,13.30,0.75,17.90,10.30,72.00,40.00,529969.86,8714442.80,1331.77,210.50
KRED325,84.30,88.00,19.60,0.02,4.00,6.10,16.00,0.24,529969.86,8714442.80,1331.77,210.50
KRED325,88.00,102.00,7.00,0.00,12.00,0.02,36.33,29.10,529969.86,8714442.80,1331.77,210.50
KRED325,102.00,123.00,7.00,0.00,12.00,0.02,36.33,29.10,529969.86,8714442.80,1331.77,210.50
KRED325,123.00,129.70,14.30,0.78,18.90,11.30,70.00,41.10,529969.86,8714442.80,1331.77,210.50
KRED325,129.70,210.50,14.30,0.78,18.90,11.30,70.00,41.10,529969.86,8714442.80,1331.77,210.50
KRED326,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,530341.97,8714573.55,1329.25,86.00
KRED326,17.00,35.00,12.00,0.02,13.80,16.00,54.74,0.32,530341.97,8714573.55,1329.25,86.00
KRED326,35.00,48.00,12.00,0.02,13.80,16.00,54.74,0.32,530341.97,8714573.55,1329.25,86.00
KRED326,48.00,56.80,12.00,0.02,13.80,16.00,54.74,0.32,530341.97,8714573.55,1329.25,86.00
KRED326,56.80,68.40,14.30,0.25,16.90,11.30,69.00,20.00,530341.97,8714573.55,1329.25,86.00
KRED326,68.40,86.60,14.30,0.78,18.90,11.30,70.00,41.10,530341.97,8714573.55,1329.25,86.00
KRED327,0.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,530168.20,8714277.20,1330.81,77.00
KRED327,4.80,19.70,12.00,0.02,13.80,16.00,54.74,0.32,530168.20,8714277.20,1330.81,77.00
KRED327,19.70,21.40,12.80,0.15,14.20,12.80,41.68,11.70,530168.20,8714277.20,1330.81,77.00
KRED327,21.40,24.80,12.00,0.02,13.80,16.00,54.74,0.32,530168.20,8714277.20,1330.81,77.00
KRED327,24.80,30.00,15.30,0.03,8.90,6.70,61.00,0.71,530168.20,8714277.20,1330.81,77.00
KRED327,30.00,32.00,15.30,0.03,8.90,6.70,61.00,0.71,530168.20,8714277.20,1330.81,77.00
KRED327,32.00,33.50,12.00,0.02,13.80,16.00,54.74,0.32,530168.20,8714277.20,1330.81,77.00
KRED327,33.50,35.00,12.00,0.02,13.80,16.00,54.74,0.32,530168.20,8714277.20,1330.81,77.00
KRED327,35.00,37.70,12.00,0.02,13.80,16.00,54.74,0.32,530168.20,8714277.20,1330.81,77.00
KRED327,37.70,43.70,19.60,0.02,4.00,6.10,16.00,0.24,530168.20,8714277.20,1330.81,77.00
KRED327,43.70,44.20,14.30,0.78,18.90,11.30,70.00,41.10,530168.20,8714277.20,1330.81,77.00
KRED327,44.20,46.50,14.30,0.78,18.90,11.30,70.00,41.10,530168.20,8714277.20,1330.81,77.00
KRED327,46.50,55.50,7.00,0.00,12.00,0.02,36.33,29.10,530168.20,8714277.20,1330.81,77.00
KRED327,55.50,56.00,7.00,0.00,12.00,0.02,36.33,29.10,530168.20,8714277.20,1330.81,77.00
KRED327,56.00,68.30,7.00,0.00,12.00,0.02,36.33,29.10,530168.20,8714277.20,1330.81,77.00
KRED327,68.30,73.20,7.00,0.00,12.00,0.02,36.33,29.10,530168.20,8714277.20,1330.81,77.00
KRED327,73.20,75.50,7.00,0.00,12.00,0.02,36.33,29.10,530168.20,8714277.20,1330.81,77.00
KRED327,75.50,77.00,7.00,0.00,12.00,0.02,36.33,29.10,530168.20,8714277.20,1330.81,77.00
KRED328,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,530094.72,8714213.99,1331.06,101.00
KRED328,9.50,14.00,12.00,0.02,13.80,16.00,54.74,0.32,530094.72,8714213.99,1331.06,101.00
KRED328,14.00,18.60,12.00,0.02,13.80,16.00,54.74,0.32,530094.72,8714213.99,1331.06,101.00
KRED328,18.60,27.30,12.00,0.02,13.80,16.00,54.74,0.32,530094.72,8714213.99,1331.06,101.00
KRED328,27.30,29.10,12.00,0.02,13.80,16.00,54.74,0.32,530094.72,8714213.99,1331.06,101.00
